ProductID,CategoryL1,CategoryL2,Tags,PopularityRank,PopularityScore,SavingAmount
P605,Fashion,Jewelry,"budget-friendly, locally sourced",27319,1.3982030592245197e-08,3.0
P606,Electronics,Smart Home,customer favorite,12778,5.088309297230762e-08,4.05
P607,Automotive,Accessories,premium quality,24386,1.6959827737172935e-08,4.71
P608,Home & Kitchen,Bedding,new arrival,18842,2.6293264227952564e-08,20.3
P609,Toys,Puzzles,"on sale, budget-friendly",17294,3.041852365267096e-08,3.0
P610,Books,Mystery,"vintage style, premium quality, durable, top rated",13793,4.4682817841132603e-08,5.39
P611,Fashion,Men's Apparel,durable,11492,6.093795214473727e-08,3.0
P612,Automotive,Car Parts,"durable, gluten-free, on sale, locally sourced, vintage style",25182,1.6058576004253702e-08,6.36
P613,Toys,Board Games,"lightweight, collectible",5670,2.0252059969935595e-07,25.0
P614,Beauty,Skincare,"on sale, modern design, essential item, lightweight, eco-friendly",2848,6.528936285193557e-07,3.0
P615,Health,Personal Care,collectible,24253,1.7118240015876056e-08,3.94
P616,Automotive,Car Care,"imported, smart device, vegan friendly, modern design",10567,7.028173955284166e-08,3.0
P617,Automotive,Accessories,locally sourced,15243,3.7699938391129666e-08,3.0
P618,Toys,Puzzles,"smart device, gift idea, for adults",19165,2.554438226914789e-08,3.0
P619,Home & Kitchen,Furniture,"lightweight, gift idea, budget-friendly",8540,1.0094435204799418e-07,3.0
P620,Grocery,Beverages,"customer favorite, vegan friendly, handmade, durable",24897,1.6372329334718994e-08,3.0
P621,Electronics,Cameras,limited edition,24246,1.7126642541641253e-08,11.26
P622,Toys,Puzzles,"customer favorite, premium quality",27475,1.3847338636341166e-08,9.13
P623,Beauty,Haircare,"handmade, gluten-free, for adults, for kids",26648,1.4585809980127407e-08,19.71
P624,Sports,Fitness Gear,"premium quality, budget-friendly, top rated",14685,4.016748946001888e-08,4.74
P625,Toys,Puzzles,"for kids, vintage style, gluten-free, easy to use",10701,6.879216632245264e-08,3.0
P626,Toys,Remote Control,vegan friendly,1036,3.64291317708276e-06,3.0
P627,Toys,Puzzles,"organic certified, on sale, for adults, gift idea, for kids",16457,3.309514340846429e-08,15.97
P628,Toys,Educational Toys,"for kids, top rated, modern design, wireless, vegan friendly",1382,2.2320130613720396e-06,3.0
P629,Grocery,Frozen Foods,"budget-friendly, collectible, limited edition, top rated",10182,7.485902170956591e-08,3.0
P630,Health,Wellness Devices,"premium quality, for kids, essential item, lightweight, vintage style",3842,3.924758077635913e-07,3.0
P631,Automotive,Car Parts,"essential item, gluten-free, bestseller, limited edition",18690,2.6657817626956077e-08,3.0
P632,Home & Kitchen,Storage,"premium quality, imported, eco-friendly",13995,4.359196739821711e-08,3.0
P633,Toys,Remote Control,customer favorite,5968,1.8563139154096635e-07,3.34
P634,Electronics,Wearables,"easy to use, smart device",9744,8.066906752850732e-08,3.33
P635,Automotive,Car Care,"collectible, vintage style, limited edition, heavy-duty",2204,1.0094869326053222e-06,3.0
P636,Fashion,Men's Apparel,"customer favorite, lightweight, on sale, imported, handmade",25131,1.6114016187454965e-08,4.18
P637,Grocery,Dairy & Eggs,"easy to use, vegan friendly",24722,1.656983872017855e-08,15.61
P638,Fashion,Kids' Fashion,"locally sourced, heavy-duty, smart device, eco-friendly, imported",26920,1.433615904572658e-08,3.0
P639,Electronics,Smart Home,"vegan friendly, modern design",7843,1.1666501449558789e-07,3.0
P640,Fashion,Women's Apparel,"for adults, on sale, new arrival, limited edition, gift idea",16651,3.244231669553528e-08,3.0
P641,Books,Academic,"essential item, organic certified, top rated, modern design",628,8.531571022874323e-06,3.0
P642,Sports,Fitness Gear,"wireless, for kids",5456,2.1620911049576108e-07,3.0
P643,Sports,Racquet Sports,"gift idea, wireless, easy to use, durable",26134,1.507684247753278e-08,3.0
P644,Books,Academic,"new arrival, imported",419,1.6974483397767365e-05,3.0
P645,Automotive,Accessories,"lightweight, top rated, organic certified",26465,1.475768301303859e-08,3.2
P646,Electronics,Smart Home,for kids,24047,1.736828228727812e-08,8.61
P647,Grocery,Snacks,"organic certified, top rated, new arrival",29607,1.2195227841485769e-08,11.65
P648,Grocery,Frozen Foods,"top rated, durable, premium quality",27144,1.4135620124190768e-08,3.48
P649,Fashion,Kids' Fashion,"premium quality, smart device",13567,4.595554303851365e-08,3.0
P650,Books,Comics,lightweight,19402,2.501620081095701e-08,3.0
P651,Beauty,Haircare,wireless,4141,3.455266209281473e-07,3.12
P652,Home & Kitchen,Storage,"top rated, gift idea",6012,1.8332772647486115e-07,8.15
P653,Toys,Remote Control,"eco-friendly, limited edition, vintage style",29880,1.2006416269176227e-08,3.0
P654,Books,Comics,durable,19211,2.5440488864060425e-08,11.19
P655,Sports,Fitness Gear,vintage style,910,4.5414029519042336e-06,3.0
P656,Electronics,Accessories,"customer favorite, premium quality, for adults",23730,1.7764551602963378e-08,3.0
P657,Beauty,Skincare,"locally sourced, eco-friendly, for kids, easy to use, collectible",14237,4.23398173608819e-08,3.0
P658,Electronics,Mobiles,"wireless, organic certified",14358,4.1735026304560064e-08,3.0
P659,Home & Kitchen,Furniture,"durable, new arrival",18667,2.6713679313708916e-08,3.0
P660,Health,Wellness Devices,"collectible, gift idea, for kids",15279,3.754905593203819e-08,3.0
P661,Books,Sci-Fi,"on sale, imported, vintage style, new arrival",12623,5.1949816169282095e-08,3.0
P662,Automotive,Car Care,"for adults, budget-friendly, organic certified",17420,3.004543863716601e-08,4.75
P663,Health,Wellness Devices,"heavy-duty, premium quality, new arrival, imported",18885,2.619156946814588e-08,3.0
P664,Health,Wellness Devices,"collectible, on sale, imported",27039,1.4229064270616967e-08,25.0
P665,Books,Academic,budget-friendly,16639,3.2482102157721696e-08,10.57
P666,Beauty,Men's Grooming,"on sale, smart device, lightweight, locally sourced",18177,2.7949410517429613e-08,3.0
P667,Electronics,Laptops,"lightweight, gift idea, budget-friendly",2807,6.691882447903958e-07,3.0
P668,Health,Supplements,"customer favorite, for adults, smart device",25334,1.5895127002723603e-08,3.0
P669,Fashion,Men's Apparel,"lightweight, heavy-duty, for adults, imported",22839,1.8958735219203103e-08,3.0
P670,Beauty,Haircare,gift idea,20002,2.3753936209815747e-08,3.0
P671,Automotive,Car Care,"limited edition, lightweight, top rated, for adults, gluten-free",16982,3.137468561489623e-08,3.0
P672,Sports,Team Sports Gear,budget-friendly,9214,8.87152848635869e-08,3.0
P673,Electronics,Accessories,wireless,7410,1.2849003614701798e-07,3.0
P674,Toys,Board Games,"budget-friendly, organic certified, lightweight, locally sourced, vegan friendly",23822,1.7648078640539145e-08,3.0
P675,Electronics,Laptops,"durable, new arrival, for adults",3179,5.415848503404354e-07,3.0
P676,Health,Medical Supplies,"limited edition, bestseller, for adults",28363,1.3118425836916671e-08,3.0
P677,Toys,Board Games,"bestseller, gift idea",14628,4.0433932991226365e-08,3.61
P678,Books,Mystery,"eco-friendly, budget-friendly",10548,7.049709138422738e-08,3.0
P679,Books,Mystery,"budget-friendly, gift idea, wireless",452,1.4921932313423811e-05,3.0
P680,Beauty,Wellness,"handmade, gluten-free, for kids",25858,1.53514365507994e-08,3.0
P681,Grocery,Pantry Staples,"for adults, organic certified, handmade",25636,1.5578116878300735e-08,3.0
P682,Fashion,Jewelry,"for kids, wireless",6353,1.6691537818835859e-07,25.0
P683,Books,Mystery,customer favorite,18259,2.7736363746019885e-08,6.99
P684,Grocery,Snacks,"modern design, limited edition, organic certified, on sale",2283,9.508244816310265e-07,3.0
P685,Books,Non-Fiction,"vintage style, collectible, for kids, customer favorite",10735,6.842218233372999e-08,3.41
P686,Books,Fiction,"collectible, lightweight, modern design, durable",22008,2.0191725025680072e-08,3.0
P687,Home & Kitchen,Storage,"easy to use, organic certified, imported",1548,1.8405591506389272e-06,3.0
P688,Automotive,Accessories,"gift idea, lightweight, handmade, budget-friendly, vegan friendly",21505,2.1001162972647258e-08,3.74
P689,Fashion,Footwear,"essential item, organic certified, vintage style, gift idea, premium quality",22412,1.9576874710557348e-08,3.24
P690,Grocery,Organic Foods,"locally sourced, for adults",29016,1.2620500619590678e-08,3.0
P691,Books,Non-Fiction,"essential item, premium quality",18855,2.6262453254417833e-08,3.0
P692,Home & Kitchen,Bedding,"limited edition, customer favorite, lightweight",7678,1.2095912084483556e-07,3.51
P693,Toys,Board Games,heavy-duty,23099,1.8597390093314284e-08,3.0
P694,Fashion,Men's Apparel,premium quality,22590,1.9315360237892168e-08,3.0
P695,Grocery,Frozen Foods,"wireless, for adults, gluten-free, locally sourced",8694,9.792352168889033e-08,3.0
P696,Toys,Action Figures,"limited edition, imported, new arrival",3469,4.6688841209889234e-07,6.05
P697,Beauty,Wellness,"limited edition, on sale, bestseller, vegan friendly",25803,1.5407105655979833e-08,25.0
P698,Fashion,Women's Apparel,"bestseller, organic certified",13125,4.861738261958683e-08,3.0
P699,Books,Children's Books,new arrival,23915,1.7531567574330917e-08,3.91
P700,Beauty,Wellness,"limited edition, organic certified, for kids",12656,5.17197494582685e-08,6.26
P701,Grocery,Beverages,"wireless, budget-friendly, collectible, essential item, top rated",4772,2.714998946216278e-07,3.0
P702,Beauty,Skincare,"on sale, eco-friendly, easy to use",19119,2.564895114993879e-08,3.0
P703,Health,Personal Care,"gluten-free, durable",8772,9.644789327957201e-08,3.0
P704,Books,Non-Fiction,"gluten-free, limited edition, budget-friendly, easy to use",21576,2.0883814069920972e-08,5.24
P705,Health,Personal Care,"durable, customer favorite",20875,2.2089983007402098e-08,5.66
P706,Grocery,Organic Foods,"eco-friendly, for kids, for adults",16931,3.1535517946969865e-08,3.0
P707,Health,Vitamins,vintage style,10483,7.124180412735699e-08,3.0
P708,Fashion,Kids' Fashion,"premium quality, customer favorite, modern design, collectible",11744,5.873177582961783e-08,4.08
P709,Toys,Puzzles,"easy to use, customer favorite, wireless",13580,4.588078035925358e-08,3.0
P710,Home & Kitchen,Storage,essential item,22767,1.9060773999653555e-08,6.38
P711,Electronics,Cameras,"gift idea, heavy-duty, customer favorite, lightweight",18852,2.626955838763729e-08,3.0
P712,Electronics,Accessories,"for kids, modern design, heavy-duty",7064,1.3937158237364278e-07,3.0
P713,Automotive,Car Parts,"eco-friendly, smart device, new arrival, for kids, collectible",20483,2.2813469816634944e-08,3.0
P714,Books,Sci-Fi,"organic certified, easy to use, budget-friendly, essential item, collectible",1421,2.1288765216909035e-06,6.34
P715,Beauty,Haircare,"for kids, smart device, vegan friendly, modern design, lightweight",6497,1.60675082419221e-07,3.0
P716,Grocery,Frozen Foods,"lightweight, wireless, easy to use, eco-friendly",24543,1.6775806352420064e-08,15.41
P717,Health,Personal Care,"bestseller, heavy-duty",15895,3.510892241492357e-08,21.46
P718,Automotive,Tools,"locally sourced, new arrival, wireless, durable",28932,1.2682855047802164e-08,10.68
P719,Sports,Cycling,heavy-duty,25024,1.6231324543724437e-08,15.26
P720,Fashion,Women's Apparel,"durable, customer favorite, smart device, handmade",19367,2.50931050945468e-08,3.0
P721,Sports,Water Sports,"bestseller, easy to use, modern design",12640,5.183109442362603e-08,3.0
P722,Home & Kitchen,Furniture,customer favorite,15355,3.7233658360000435e-08,3.0
P723,Grocery,Organic Foods,"imported, vegan friendly, budget-friendly, locally sourced, top rated",14434,4.136214123513159e-08,3.0
P724,Grocery,Snacks,"vegan friendly, gluten-free",8866,9.471598258906541e-08,3.44
P725,Beauty,Skincare,vegan friendly,18290,2.7656492827024925e-08,3.0
P726,Electronics,Audio,"customer favorite, durable",8684,9.811529630107781e-08,3.0
P727,Automotive,Tools,"for kids, vegan friendly, collectible, customer favorite",8874,9.457086980086439e-08,3.0
P728,Sports,Fitness Gear,"gluten-free, organic certified, for adults, bestseller",23152,1.8525073145123547e-08,3.0
P729,Home & Kitchen,Lighting,"durable, on sale, handmade, heavy-duty",11,0.008264048172412662,23.64
P730,Toys,Educational Toys,top rated,19550,2.4695106868205774e-08,7.56
P731,Beauty,Wellness,essential item,12022,5.644168552715385e-08,25.0
P732,Health,Vitamins,"eco-friendly, budget-friendly",25008,1.6248982528523045e-08,3.0
P733,Automotive,Tools,"vegan friendly, lightweight, heavy-duty",3371,4.901968606311648e-07,7.51
P734,Sports,Cycling,"for kids, locally sourced, premium quality, gift idea, wireless",19393,2.5035940409738087e-08,11.11
P735,Toys,Dolls,"easy to use, vintage style",5033,2.48001680211997e-07,3.0
P736,Sports,Water Sports,limited edition,8128,1.0979640574965208e-07,4.62
P737,Grocery,Organic Foods,"gluten-free, modern design, bestseller, eco-friendly",29307,1.2408208586315519e-08,3.0
P738,Sports,Outdoor Equipment,easy to use,18396,2.738612734734567e-08,3.0
P739,Home & Kitchen,Cookware,"new arrival, lightweight, modern design, easy to use, gift idea",15402,3.704070998076838e-08,3.0
P740,Health,Vitamins,organic certified,15404,3.703253465676985e-08,7.41
P741,Books,Children's Books,"for adults, heavy-duty",26326,1.4890391417669263e-08,3.0
P742,Toys,Educational Toys,"new arrival, imported",29275,1.2431274846339499e-08,3.04
P743,Grocery,Organic Foods,"for adults, durable, collectible, vintage style, limited edition",28858,1.2738192727446422e-08,3.0
P744,Sports,Racquet Sports,"vintage style, heavy-duty, easy to use",14831,3.9497596199596793e-08,3.0
P745,Grocery,Organic Foods,"lightweight, premium quality",4528,2.968379980605463e-07,3.0
P746,Books,Mystery,eco-friendly,29451,1.2305246760227218e-08,9.7
P747,Toys,Educational Toys,"smart device, premium quality, collectible, budget-friendly",23849,1.7614126449761858e-08,3.0
P748,Electronics,Wearables,"new arrival, handmade, lightweight, eco-friendly, premium quality",12178,5.521807424280225e-08,3.0
P749,Books,Sci-Fi,"limited edition, essential item, gluten-free",11996,5.664980611338832e-08,3.0
P750,Beauty,Men's Grooming,"imported, easy to use",8691,9.798099151912429e-08,3.0
P751,Fashion,Men's Apparel,"easy to use, smart device, vegan friendly",15215,3.7817958286329146e-08,3.0
P752,Grocery,Organic Foods,"limited edition, organic certified",22371,1.9637908337941728e-08,3.0
P753,Sports,Cycling,eco-friendly,3212,5.321597121506612e-07,3.0
P754,Electronics,Smart Home,"easy to use, for adults, handmade",9077,9.100357102819273e-08,3.0
P755,Books,Mystery,"for adults, budget-friendly, premium quality",26861,1.4389731955916424e-08,25.0
P756,Fashion,Footwear,"locally sourced, collectible, on sale, imported, modern design",15155,3.807284279987135e-08,3.0
P757,Toys,Action Figures,"durable, imported, collectible",21340,2.1277955643103527e-08,9.54
P758,Automotive,Car Care,"essential item, top rated, wireless",29383,1.2353697853103487e-08,3.01
P759,Grocery,Frozen Foods,"on sale, premium quality, easy to use",25582,1.5634059628833904e-08,4.0
P760,Electronics,Smart Home,"lightweight, heavy-duty, gluten-free",25917,1.5292073122392475e-08,3.0
P761,Beauty,Skincare,"gluten-free, new arrival, for kids, lightweight, collectible",12626,5.19288339081754e-08,3.0
P762,Grocery,Pantry Staples,"eco-friendly, lightweight, for adults, durable",124,0.00013450658301579604,17.77
P763,Books,Children's Books,"easy to use, imported, eco-friendly",1578,1.7814699735594494e-06,3.0
P764,Beauty,Makeup,easy to use,2031,1.1599881030118672e-06,3.0
P765,Toys,Action Figures,modern design,17587,2.9562040439913006e-08,8.53
P766,Books,Fiction,"imported, bestseller, for kids",5261,2.3000871505937913e-07,5.49
P767,Grocery,Organic Foods,"on sale, locally sourced",27411,1.3902346528330111e-08,3.0
P768,Sports,Water Sports,"limited edition, smart device",21925,2.032184251197657e-08,3.0
P769,Books,Non-Fiction,"wireless, gluten-free, on sale, premium quality",11436,6.144610455273876e-08,3.0
P770,Fashion,Footwear,"lightweight, for kids, smart device, on sale, premium quality",13815,4.456191984583343e-08,3.0
P771,Sports,Fitness Gear,for kids,1176,2.9367566300925498e-06,3.0
P772,Beauty,Men's Grooming,"gluten-free, customer favorite, modern design",19608,2.4571054648695656e-08,3.0
P773,Grocery,Dairy & Eggs,"organic certified, gluten-free, locally sourced",3155,5.48607179437305e-07,3.0
P774,Beauty,Makeup,"handmade, wireless, bestseller, locally sourced, modern design",26863,1.4387910721737685e-08,3.0
P775,Health,Vitamins,"on sale, easy to use, organic certified",23296,1.8330828611067212e-08,3.51
P776,Fashion,Watches,for adults,15541,3.6479272787478967e-08,3.0
P777,Fashion,Watches,"limited edition, easy to use, organic certified, smart device, budget-friendly",8923,9.368970829821912e-08,3.0
P778,Sports,Cycling,"vintage style, customer favorite, top rated, premium quality, collectible",2597,7.637620768142563e-07,3.0
P779,Sports,Cycling,budget-friendly,19483,2.4839651188908478e-08,3.6
P780,Fashion,Men's Apparel,"for adults, modern design",9926,7.817072581396326e-08,3.0
P781,Books,Mystery,"modern design, imported, for kids, collectible",24313,1.7046486140385386e-08,3.0
P782,Home & Kitchen,Decor,"vintage style, lightweight, bestseller",4878,2.615467643783277e-07,3.0
P783,Electronics,Smart Home,"premium quality, vegan friendly",15459,3.680883139033379e-08,7.15
P784,Grocery,Pantry Staples,"gift idea, new arrival, wireless",2140,1.061346006564298e-06,3.0
P785,Fashion,Women's Apparel,"wireless, new arrival, imported",4576,2.9156418683015363e-07,3.0
P786,Books,Non-Fiction,"smart device, for adults, handmade, lightweight, easy to use",5087,2.435428875327271e-07,3.87
P787,Electronics,Wearables,"gift idea, imported, new arrival, locally sourced, handmade",20707,2.239552217401944e-08,12.83
P788,Electronics,Accessories,modern design,71,0.0003470733055274058,3.0
P789,Beauty,Makeup,"customer favorite, wireless",19603,2.458170978356583e-08,3.0
P790,Sports,Water Sports,"for adults, smart device, locally sourced, gluten-free, premium quality",13341,4.7286824651703644e-08,3.0
P791,Fashion,Men's Apparel,"modern design, vegan friendly, easy to use, locally sourced",21251,2.1429669524253554e-08,3.0
P792,Beauty,Wellness,"locally sourced, vegan friendly",4948,2.5528772329902693e-07,13.26
P793,Books,Mystery,"premium quality, bestseller, essential item",1407,2.1650126548498815e-06,3.0
P794,Sports,Racquet Sports,"limited edition, top rated, bestseller, for adults, wireless",20320,2.3125445540592534e-08,3.29
P795,Electronics,Smart Home,"gift idea, vegan friendly, bestseller, wireless, lightweight",28026,1.3387716429363495e-08,5.22
P796,Fashion,Kids' Fashion,"imported, wireless, limited edition",7466,1.268559463039283e-07,3.0
P797,Health,Medical Supplies,"for adults, lightweight, collectible, handmade, on sale",151,9.622758675261068e-05,3.0
P798,Grocery,Pantry Staples,"heavy-duty, locally sourced, modern design",27128,1.4149796187013912e-08,3.0
P799,Sports,Racquet Sports,"for kids, budget-friendly",20176,2.3406732244983653e-08,7.62
P800,Home & Kitchen,Appliances,"gluten-free, easy to use, on sale",10003,7.715053604208675e-08,3.0
P801,Sports,Fitness Gear,imported,22186,1.9917099370093663e-08,3.0
P802,Home & Kitchen,Decor,"bestseller, premium quality, lightweight",26816,1.4430806722253015e-08,3.0
P803,Fashion,Women's Apparel,"wireless, imported, for adults, gift idea, limited edition",28974,1.2651616822195142e-08,3.0
P804,Automotive,Car Parts,"eco-friendly, top rated, new arrival, durable, organic certified",3640,4.3021748058752944e-07,3.0
P805,Health,Wellness Devices,"top rated, imported",3187,5.392757567759057e-07,4.81
P806,Fashion,Watches,handmade,27388,1.3922199803770244e-08,3.0
P807,Electronics,Smart Home,essential item,18863,2.624352114689305e-08,3.0
P808,Books,Comics,"vintage style, organic certified, smart device, eco-friendly",15001,3.873968152101867e-08,3.52
P809,Books,Children's Books,"imported, gluten-free, locally sourced, on sale",19009,2.5901782050049664e-08,3.0
P810,Beauty,Men's Grooming,"new arrival, for kids, locally sourced",10720,6.858502002117839e-08,6.51
P811,Grocery,Beverages,"on sale, smart device, essential item, for adults, top rated",25560,1.5656942647658104e-08,25.0
P812,Health,Supplements,"bestseller, smart device, collectible, vintage style",22911,1.885756128543827e-08,3.0
P813,Books,Fiction,"collectible, bestseller, premium quality, customer favorite",26625,1.460723636831998e-08,3.0
P814,Fashion,Men's Apparel,"for kids, smart device",23030,1.869221253087438e-08,14.2
P815,Sports,Racquet Sports,"budget-friendly, heavy-duty, new arrival, smart device",17772,2.9040807435283386e-08,4.69
P816,Home & Kitchen,Lighting,"on sale, for adults, vegan friendly, easy to use",29718,1.2117893229980824e-08,3.0
P817,Books,Comics,"smart device, easy to use, gift idea, limited edition",1709,1.5556034520857591e-06,3.0
P818,Electronics,Smart Home,"customer favorite, for adults",15071,3.843429207208839e-08,14.95
P819,Health,Medical Supplies,lightweight,14378,4.163638254635168e-08,3.1
P820,Home & Kitchen,Cookware,"bestseller, customer favorite, gluten-free",10338,7.294882609485373e-08,6.37
P821,Books,Non-Fiction,gift idea,19528,2.474242155149835e-08,3.0
P822,Beauty,Skincare,"customer favorite, for kids, new arrival",1761,1.4783235648214475e-06,3.0
P823,Grocery,Dairy & Eggs,heavy-duty,20379,2.3011743632748185e-08,7.67
P824,Fashion,Men's Apparel,gluten-free,16250,3.381502274042314e-08,4.02
P825,Sports,Cycling,"limited edition, collectible",288,3.2106515592459556e-05,3.0
P826,Books,Non-Fiction,"new arrival, lightweight, modern design, essential item",8586,1.0002669094024449e-07,3.0
P827,Automotive,Tools,"smart device, wireless",9622,8.241557737562763e-08,3.43
P828,Health,Vitamins,essential item,29438,1.231448611018615e-08,3.0
P829,Sports,Team Sports Gear,"customer favorite, budget-friendly, on sale, premium quality",9897,7.856051746382581e-08,3.0
P830,Grocery,Pantry Staples,for kids,7652,1.2165864372550642e-07,20.86
P831,Health,Medical Supplies,"bestseller, customer favorite, premium quality",24315,1.704410257533007e-08,8.99
P832,Electronics,Audio,"collectible, organic certified",150,9.732070906141987e-05,3.0
P833,Fashion,Kids' Fashion,gluten-free,27022,1.4244285590232127e-08,3.0
P834,Sports,Cycling,"locally sourced, eco-friendly, bestseller, vegan friendly, lightweight",27105,1.4170213871224771e-08,3.0
P835,Grocery,Snacks,bestseller,668,7.681400664461432e-06,3.0
P836,Books,Comics,"for adults, eco-friendly, lightweight, durable, smart device",2089,1.1057706459999908e-06,3.0
P837,Grocery,Pantry Staples,"modern design, wireless, vintage style, heavy-duty",17062,3.112501080749388e-08,3.0
P838,Grocery,Frozen Foods,"limited edition, smart device",4720,2.766043509229662e-07,12.15
P839,Sports,Fitness Gear,"easy to use, essential item, heavy-duty",5734,1.9869289346239012e-07,19.97
P840,Sports,Cycling,"collectible, budget-friendly",5013,2.496860661490962e-07,25.0
P841,Home & Kitchen,Decor,"bestseller, customer favorite, limited edition",9625,8.237191258703999e-08,3.0
P842,Toys,Board Games,"top rated, smart device, budget-friendly, gluten-free, premium quality",17842,2.8847381319269233e-08,5.9
P843,Toys,Puzzles,"vintage style, for kids, top rated, on sale, collectible",14372,4.166593675969455e-08,3.0
P844,Toys,Dolls,"organic certified, wireless",18915,2.6120989060044514e-08,3.0
P845,Sports,Cycling,"vegan friendly, limited edition, durable, top rated",3276,5.146071151190242e-07,3.0
P846,Beauty,Skincare,"locally sourced, bestseller",16493,3.297243225247809e-08,3.0
P847,Health,Wellness Devices,"top rated, vintage style, premium quality, wireless, eco-friendly",21046,2.1785731285261434e-08,3.59
P848,Electronics,Accessories,"eco-friendly, for adults, on sale",29000,1.263234006446267e-08,3.0
P849,Fashion,Men's Apparel,"for kids, eco-friendly",19936,2.3887778444967627e-08,5.71
P850,Electronics,Audio,"essential item, bestseller, new arrival, for adults",3162,5.46544128861555e-07,4.41
P851,Health,Wellness Devices,"gluten-free, smart device, handmade, limited edition, new arrival",18111,2.8122781517073747e-08,3.0
P852,Automotive,Accessories,"for kids, vegan friendly",21024,2.1824500536250935e-08,3.0
P853,Automotive,Electronics for Cars,limited edition,17230,3.061085309928886e-08,3.0
P854,Books,Non-Fiction,"limited edition, on sale, imported, lightweight",8851,9.498902404555552e-08,3.12
P855,Beauty,Haircare,"smart device, easy to use, gift idea, for adults",20712,2.238633204974297e-08,6.73
P856,Toys,Board Games,"budget-friendly, limited edition, smart device",3171,5.439096867092667e-07,3.0
P857,Grocery,Frozen Foods,"new arrival, handmade, for kids, modern design, collectible",14696,4.011639152455596e-08,3.0
P858,Sports,Cycling,"top rated, collectible",14170,4.268071236556005e-08,12.46
P859,Grocery,Dairy & Eggs,"modern design, locally sourced, for kids, smart device",27363,1.3943830570977524e-08,3.0
P860,Toys,Action Figures,"smart device, handmade",10101,7.58823852747377e-08,3.0
P861,Toys,Action Figures,"modern design, budget-friendly, organic certified, gluten-free",3883,3.8545691475021855e-07,3.44
P862,Fashion,Watches,"modern design, premium quality, new arrival",3585,4.4149809383178487e-07,5.55
P863,Toys,Puzzles,on sale,22104,2.004287060026905e-08,3.0
P864,Fashion,Watches,"durable, modern design",20513,2.2756779360883425e-08,3.0
P865,Books,Children's Books,"lightweight, wireless, vintage style, collectible",21364,2.1237335945846578e-08,3.0
P866,Grocery,Snacks,"gift idea, imported, gluten-free, durable",2032,1.1590178076887711e-06,25.0
P867,Sports,Racquet Sports,"top rated, wireless, imported, handmade",16242,3.384334213372446e-08,5.98
P868,Beauty,Wellness,"top rated, limited edition, lightweight",15666,3.598583605908563e-08,3.0
P869,Automotive,Electronics for Cars,"lightweight, customer favorite",9914,7.833164555388694e-08,3.0
P870,Books,Comics,"bestseller, customer favorite, top rated, limited edition, gluten-free",23455,1.8120082116384602e-08,3.0
P871,Toys,Dolls,"essential item, limited edition",1353,2.31395096007097e-06,3.0
P872,Automotive,Tools,"for adults, heavy-duty",23341,1.8270789968380566e-08,3.0
P873,Health,Wellness Devices,"new arrival, for adults, top rated, premium quality, organic certified",29479,1.2285383976304264e-08,3.61
P874,Electronics,Cameras,"modern design, wireless, vegan friendly",15254,3.765373340221136e-08,3.0
P875,Books,Non-Fiction,"easy to use, gluten-free, top rated",2704,7.130977013252185e-07,3.0
P876,Beauty,Men's Grooming,collectible,26867,1.4384269351482432e-08,5.03
P877,Grocery,Snacks,wireless,16958,3.145020874047727e-08,3.0
P878,Health,Personal Care,"durable, heavy-duty, limited edition",7918,1.1479264405745055e-07,17.7
P879,Beauty,Skincare,"new arrival, lightweight",28489,1.30199451898263e-08,3.0
P880,Automotive,Accessories,"organic certified, for kids, durable, gift idea, new arrival",29492,1.2276179273463867e-08,8.41
P881,Books,Fiction,"locally sourced, budget-friendly",10663,6.92094517915289e-08,3.0
P882,Grocery,Beverages,"vegan friendly, premium quality, limited edition, locally sourced",24470,1.6860973932441294e-08,3.34
P883,Sports,Cycling,"premium quality, bestseller, top rated, easy to use, eco-friendly",26250,1.4963754750889138e-08,9.91
P884,Beauty,Wellness,"new arrival, on sale, gift idea, collectible, modern design",16598,3.261862218470159e-08,3.0
P885,Electronics,Mobiles,essential item,22846,1.8948861072564166e-08,3.0
P886,Electronics,Wearables,"for kids, modern design, gluten-free",12652,5.174755005988264e-08,17.59
P887,Toys,Educational Toys,"on sale, durable, for kids",23901,1.7549028636417338e-08,3.0
P888,Automotive,Car Parts,"premium quality, modern design, for adults, on sale",27460,1.3860200058085434e-08,3.0
P889,Fashion,Kids' Fashion,"budget-friendly, premium quality, vintage style, vegan friendly",23974,1.745828396528767e-08,3.07
P890,Books,Fiction,heavy-duty,13136,4.8548192716006136e-08,4.63
P891,Electronics,Smart Home,"wireless, handmade, modern design",12091,5.589521472618108e-08,8.1
P892,Home & Kitchen,Furniture,"smart device, wireless, top rated",15663,3.599755412502512e-08,3.29
P893,Electronics,Laptops,"modern design, organic certified",20698,2.2412079504904152e-08,3.0
P894,Beauty,Wellness,"organic certified, customer favorite, wireless",12825,5.056649706420668e-08,3.0
P895,Beauty,Skincare,"smart device, imported, collectible, new arrival",3037,5.853346834679726e-07,3.0
P896,Home & Kitchen,Furniture,"eco-friendly, lightweight",18515,2.7087572517577262e-08,3.0
P897,Beauty,Haircare,"imported, gluten-free, premium quality, for kids, heavy-duty",18691,2.6655393067470253e-08,12.83
P898,Beauty,Haircare,"imported, limited edition, durable, easy to use, organic certified",17066,3.1112609968956114e-08,3.0
